id,cliente_id,data_pedido,valor,forma_pagamento,status
581,336,2026-07-28,1496.1,boleto,entregue
582,117,2026-04-23,1381.7,boleto,entregue
583,88,2024-10-23,1014.97,boleto,entregue
584,397,2024-12-24,1604.47,cartao_credito,cancelado
585,125,2025-02-12,98.62,boleto,processando
586,98,2025-11-05,75.12,pix,entregue
587,78,2026-06-03,808.01,cartao_credito,entregue
588,257,2026-03-31,1481.35,pix,cancelado
589,373,2025-05-21,155.74,cartao_credito,entregue
590,107,2026-08-25,1083.15,boleto,entregue
591,270,2026-04-18,740.79,cartao_credito,entregue
592,273,2026-02-04,676.63,pix,cancelado
593,396,2026-08-16,1653.74,boleto,cancelado
594,355,2026-07-21,531.61,pix,enviado
595,127,2024-10-25,558.85,pix,enviado
596,153,2025-03-09,1474.28,boleto,enviado
597,354,2025-09-25,1351.18,pix,entregue
598,179,2024-11-02,1082.41,boleto,entregue
599,148,2026-05-25,266.59,boleto,entregue
600,195,2025-11-18,1706.01,pix,entregue
601,396,2026-08-10,1536.49,pix,processando
602,148,2025-12-24,1816.78,cartao_credito,entregue
603,227,2026-03-07,1260.01,boleto,entregue
604,110,2026-06-17,415.75,boleto,entregue
605,288,2026-04-24,1334.78,cartao_credito,processando
606,316,2026-05-27,1417.96,cartao_credito,enviado
607,26,2024-10-04,1285.79,boleto,enviado
608,327,2025-06-02,472.98,cartao_credito,entregue
609,170,2024-10-31,1374.19,cartao_credito,cancelado
610,395,2025-07-27,295.59,boleto,enviado
611,209,2025-12-15,1254.28,pix,entregue
612,334,2026-04-04,410.89,pix,entregue
613,147,2025-12-26,1241.27,cartao_credito,cancelado
614,294,2026-08-29,471.83,boleto,cancelado
615,20,2024-11-08,1738.51,cartao_credito,entregue
616,91,2026-07-28,1777.0,cartao_credito,entregue
617,254,2025-11-09,386.44,boleto,entregue
618,20,2025-09-13,57.14,boleto,entregue
619,55,2024-12-16,1766.83,pix,entregue
620,233,2025-04-05,1879.63,boleto,entregue
621,253,2026-03-22,1693.92,cartao_credito,entregue
622,240,2024-10-09,547.38,cartao_credito,entregue
623,84,2024-11-26,1399.78,boleto,entregue
624,368,2024-10-04,386.23,boleto,entregue
625,152,2025-09-27,1095.97,cartao_credito,enviado
626,313,2025-10-06,1632.33,pix,entregue
627,264,2025-02-28,649.84,pix,cancelado
628,49,2026-01-25,383.59,cartao_credito,entregue
629,166,2025-06-06,1780.54,cartao_credito,entregue
630,197,2025-08-08,477.97,pix,entregue
631,155,2025-09-12,1123.28,boleto,processando
632,134,2025-04-30,1255.75,boleto,enviado
633,32,2026-05-07,1281.98,pix,entregue
634,82,2026-06-29,793.97,boleto,cancelado
635,395,2026-07-19,618.32,cartao_credito,cancelado
636,152,2025-03-02,723.53,cartao_credito,enviado
637,69,2024-09-23,929.32,pix,cancelado
638,311,2026-08-31,734.84,boleto,entregue
639,242,2024-10-19,1448.57,boleto,enviado
640,391,2024-09-27,500.19,boleto,processando
641,270,2026-04-30,870.85,boleto,entregue
642,40,2026-05-07,1745.98,cartao_credito,processando
643,281,2026-05-30,1719.27,cartao_credito,entregue
644,275,2025-02-06,318.63,pix,entregue
645,227,2025-10-26,256.11,cartao_credito,cancelado
646,299,2025-12-23,949.12,boleto,entregue
647,29,2026-07-07,883.28,boleto,entregue
648,234,2025-06-28,1088.77,boleto,entregue
649,345,2026-02-18,1540.76,boleto,processando
650,203,2026-02-19,513.19,cartao_credito,cancelado
651,112,2026-04-03,1115.56,cartao_credito,entregue
652,177,2024-09-21,1342.62,boleto,processando
653,36,2025-11-10,1874.12,pix,processando
654,147,2025-09-16,800.39,cartao_credito,cancelado
655,374,2024-10-17,1241.24,pix,entregue
656,196,2025-07-04,874.18,pix,entregue
657,42,2026-04-24,1309.78,boleto,entregue
658,69,2025-06-27,1255.47,pix,processando
659,92,2026-03-01,1886.6,pix,entregue
660,66,2024-12-13,1393.72,cartao_credito,processando
661,388,2025-08-06,82.19,pix,entregue
662,345,2026-03-05,1377.41,pix,entregue
663,195,2025-08-04,1571.35,cartao_credito,entregue
664,178,2025-11-07,328.43,cartao_credito,cancelado
665,392,2024-12-23,249.79,boleto,entregue
666,315,2024-12-05,1464.76,cartao_credito,enviado
667,106,2025-08-13,165.06,boleto,processando
668,229,2024-12-07,1151.78,boleto,processando
669,126,2026-08-04,1417.31,pix,entregue
670,120,2025-12-29,1043.85,cartao_credito,enviado
671,258,2026-08-09,1887.78,cartao_credito,cancelado
672,295,2025-06-19,633.06,boleto,cancelado
673,165,2025-06-07,480.54,cartao_credito,cancelado
674,267,2025-02-04,451.04,pix,entregue
675,32,2025-05-31,1075.4,boleto,cancelado
676,90,2025-08-12,1204.25,pix,entregue
677,254,2026-08-21,127.1,pix,cancelado
678,344,2024-10-21,748.85,boleto,entregue
679,357,2025-03-10,814.26,cartao_credito,entregue
680,193,2025-03-06,381.91,boleto,entregue
681,124,2024-11-17,1619.67,pix,cancelado
682,74,2025-12-08,1538.64,cartao_credito,entregue
683,212,2024-09-14,1839.98,boleto,entregue
684,69,2025-03-02,762.36,pix,enviado
685,170,2025-07-24,1242.77,pix,entregue
686,48,2026-04-10,1036.18,cartao_credito,processando
687,138,2026-04-14,741.43,boleto,entregue
688,21,2026-07-28,1664.83,cartao_credito,entregue
689,371,2026-05-27,1288.8,cartao_credito,entregue
690,107,2026-05-16,1657.12,pix,entregue
691,8,2025-10-28,433.86,cartao_credito,cancelado
692,61,2025-11-22,1429.1,pix,enviado
693,357,2024-10-12,1164.09,cartao_credito,entregue
694,123,2026-05-22,1066.77,pix,entregue
695,239,2024-09-18,1032.49,pix,entregue
696,134,2026-07-17,708.84,pix,entregue
697,51,2026-03-20,1533.14,boleto,entregue
698,390,2025-03-20,1601.8,cartao_credito,entregue
699,161,2026-05-31,809.81,boleto,enviado
700,380,2024-10-21,311.32,pix,entregue
701,300,2024-11-05,1117.11,pix,entregue
702,79,2024-10-21,404.82,cartao_credito,entregue
703,292,2024-12-14,1589.95,pix,entregue
704,336,2025-08-13,1794.74,pix,entregue
705,391,2025-01-25,1568.06,boleto,cancelado
706,379,2025-04-14,952.41,cartao_credito,cancelado
707,181,2024-10-10,354.73,boleto,entregue
708,251,2025-05-08,382.23,boleto,cancelado
709,31,2025-06-05,1014.44,cartao_credito,cancelado
710,25,2025-12-18,1461.57,pix,enviado
711,323,2026-01-28,470.37,boleto,enviado
712,5,2026-07-30,446.72,pix,entregue
713,31,2025-03-15,1189.07,boleto,entregue
714,248,2025-04-22,1266.17,cartao_credito,processando
715,273,2024-12-16,1065.96,cartao_credito,processando
716,272,2025-12-21,1383.18,boleto,entregue
717,9,2025-07-12,974.02,boleto,cancelado
718,221,2025-09-13,1539.37,cartao_credito,processando
719,50,2026-01-30,1015.26,cartao_credito,enviado
720,318,2024-12-11,1019.11,pix,entregue
721,204,2026-01-29,186.88,pix,entregue
722,290,2024-11-05,492.27,boleto,enviado
723,154,2024-11-05,1312.22,cartao_credito,cancelado
724,333,2025-03-20,1452.73,cartao_credito,entregue
725,195,2026-09-05,741.44,pix,processando
726,327,2025-11-03,57.48,cartao_credito,processando
727,256,2025-02-13,1612.21,boleto,entregue
728,290,2025-09-26,1857.73,cartao_credito,entregue
729,22,2026-03-08,467.27,boleto,entregue
730,244,2026-04-01,544.14,cartao_credito,cancelado
731,144,2026-05-31,1712.62,boleto,cancelado
732,17,2025-06-11,373.5,pix,processando
733,107,2026-08-05,1131.79,boleto,entregue
734,40,2026-08-18,596.56,boleto,enviado
735,291,2026-07-06,1592.35,pix,cancelado
736,277,2025-02-25,656.92,boleto,enviado
737,353,2025-08-17,1386.84,boleto,cancelado
738,178,2026-03-14,139.78,pix,enviado
739,39,2025-04-30,673.4,boleto,entregue
740,204,2025-06-19,1842.09,pix,processando
741,325,2026-05-06,548.29,pix,entregue
742,117,2025-11-09,701.71,pix,entregue
743,96,2025-04-22,1304.13,boleto,entregue
744,44,2026-07-13,1476.13,pix,enviado
745,366,2026-01-27,176.62,pix,enviado
746,195,2025-03-15,1363.62,boleto,enviado
747,379,2025-10-21,764.6,pix,processando
748,47,2026-08-01,49.56,pix,entregue
749,185,2025-04-02,1456.0,cartao_credito,enviado
750,45,2025-05-12,388.45,pix,entregue
751,285,2026-03-02,993.04,cartao_credito,processando
752,46,2025-11-01,698.18,cartao_credito,entregue
753,307,2025-10-03,1498.96,pix,processando
754,150,2024-11-27,809.59,cartao_credito,cancelado
755,287,2024-10-18,1723.59,cartao_credito,entregue
756,267,2025-06-03,355.32,pix,enviado
757,72,2026-08-07,540.09,pix,entregue
758,75,2025-07-23,157.58,pix,entregue
759,216,2026-03-08,597.44,cartao_credito,entregue
760,129,2026-01-03,1796.15,boleto,cancelado
761,254,2025-09-19,1144.38,cartao_credito,entregue
762,55,2025-04-12,291.91,cartao_credito,entregue
763,171,2024-11-06,1605.3,pix,entregue
764,226,2025-02-12,662.51,boleto,entregue
765,70,2026-08-16,598.71,boleto,cancelado
766,103,2024-12-22,930.86,cartao_credito,entregue
767,164,2026-06-22,581.99,boleto,cancelado
768,252,2025-10-16,1839.94,cartao_credito,entregue
769,193,2025-03-05,561.26,pix,entregue
770,59,2025-05-01,1773.54,cartao_credito,entregue
771,280,2026-04-06,374.56,boleto,processando
772,373,2025-11-10,898.52,boleto,enviado
773,225,2025-02-17,1523.6,boleto,processando
774,210,2024-12-11,1291.64,cartao_credito,cancelado
775,156,2025-06-23,490.06,boleto,enviado
776,367,2026-03-24,826.92,pix,processando
777,230,2026-06-03,1882.6,pix,entregue
778,206,2026-05-12,1033.82,boleto,entregue
779,279,2024-12-26,108.28,pix,cancelado
780,275,2024-10-04,1144.41,cartao_credito,processando
781,394,2025-03-08,501.61,boleto,entregue
782,86,2026-03-03,1243.32,cartao_credito,entregue
783,331,2025-08-14,1300.0,pix,entregue
784,221,2026-01-24,236.96,cartao_credito,entregue
785,114,2026-04-23,989.76,boleto,entregue
786,298,2025-08-25,1318.96,cartao_credito,entregue
787,192,2024-12-04,767.41,boleto,entregue
788,354,2024-09-23,970.77,pix,processando
789,248,2025-09-29,234.36,pix,processando
790,60,2026-06-18,1586.15,boleto,enviado
791,179,2024-10-03,620.02,pix,enviado
792,267,2025-04-04,938.14,pix,processando
793,225,2025-04-10,1382.81,pix,entregue
794,35,2025-12-07,598.39,boleto,processando
795,12,2025-07-02,1619.37,boleto,processando
796,347,2025-04-28,1527.99,boleto,enviado
797,265,2026-06-11,364.38,cartao_credito,entregue
798,287,2024-11-11,832.95,pix,enviado
799,208,2024-10-23,1211.25,cartao_credito,cancelado
800,337,2025-04-11,843.67,cartao_credito,cancelado
801,315,2026-07-02,1682.46,pix,entregue
802,220,2025-12-24,763.13,boleto,enviado
803,106,2025-07-02,557.62,boleto,processando
804,296,2025-09-26,229.16,boleto,enviado
805,188,2024-09-21,646.23,pix,processando
806,135,2026-07-09,1287.4,pix,entregue
807,328,2025-07-01,622.83,pix,entregue
808,201,2025-07-02,1131.73,pix,entregue
809,235,2025-08-17,1188.19,boleto,cancelado
810,153,2024-10-11,1748.65,boleto,processando
811,345,2025-02-28,289.04,cartao_credito,enviado
812,157,2025-02-13,257.42,pix,cancelado
813,73,2025-06-28,990.03,pix,entregue
814,71,2025-01-28,1109.04,pix,enviado
815,250,2026-02-01,1221.93,boleto,cancelado
816,89,2025-08-07,1072.04,pix,entregue
817,72,2025-10-25,387.9,pix,entregue
818,28,2024-10-17,1649.77,cartao_credito,entregue
819,70,2026-02-01,402.84,pix,entregue
820,259,2025-05-02,1254.61,pix,cancelado
821,252,2024-10-01,812.97,pix,entregue
822,86,2025-11-01,193.67,cartao_credito,enviado
823,150,2026-04-22,100.71,cartao_credito,entregue
824,148,2025-06-04,352.77,pix,entregue
825,381,2026-09-04,1476.84,pix,entregue
826,262,2024-09-27,250.47,cartao_credito,entregue
827,397,2026-08-14,1050.08,pix,entregue
828,388,2025-12-23,117.3,boleto,entregue
829,280,2026-04-16,446.39,pix,processando
830,377,2026-08-01,1583.83,cartao_credito,entregue
831,17,2025-05-26,876.4,pix,processando
832,225,2026-08-24,1649.34,cartao_credito,enviado
833,108,2026-06-12,1547.81,boleto,cancelado
834,180,2026-08-12,1641.45,boleto,cancelado
835,220,2025-03-29,348.63,cartao_credito,enviado
836,106,2026-05-29,1538.02,boleto,entregue
837,273,2026-04-15,562.72,boleto,enviado
838,166,2025-12-10,1860.84,pix,entregue
839,294,2025-02-22,537.16,boleto,cancelado
840,49,2026-04-18,292.1,pix,processando
841,142,2024-09-28,1652.61,cartao_credito,cancelado
842,68,2025-05-29,504.3,boleto,entregue
843,127,2026-03-24,1456.24,boleto,entregue
844,251,2026-06-13,304.34,boleto,entregue
845,322,2026-01-02,810.36,pix,processando
846,325,2025-08-10,1517.85,cartao_credito,entregue
847,264,2026-07-11,1434.53,boleto,entregue
848,233,2025-08-05,1807.37,pix,entregue
849,2,2026-05-07,1656.07,boleto,processando
850,375,2026-03-27,1848.1,boleto,cancelado
851,358,2026-08-29,706.19,cartao_credito,entregue
852,204,2026-04-01,445.06,pix,enviado
853,254,2026-04-14,539.38,pix,entregue
854,281,2024-10-21,1114.86,boleto,entregue
855,176,2026-05-27,1703.03,cartao_credito,processando
856,51,2024-11-30,1204.59,pix,processando
857,64,2025-11-10,1768.65,cartao_credito,entregue
858,234,2025-07-05,41.16,pix,enviado
859,353,2026-03-21,1731.4,boleto,entregue
860,82,2026-09-01,1666.33,pix,processando
861,336,2026-02-15,710.31,cartao_credito,entregue
862,341,2025-04-18,1720.97,cartao_credito,processando
863,203,2026-07-05,1203.52,boleto,cancelado
864,387,2026-09-05,475.41,boleto,processando
865,361,2025-10-27,216.94,cartao_credito,entregue
866,40,2025-09-02,286.72,cartao_credito,entregue
867,349,2025-08-02,867.72,cartao_credito,cancelado
868,176,2025-11-25,1559.72,pix,cancelado
869,68,2026-03-19,928.42,cartao_credito,entregue
870,46,2025-11-22,1399.12,cartao_credito,processando
871,161,2026-04-27,723.56,pix,enviado
872,196,2025-10-15,1478.54,cartao_credito,cancelado
873,347,2025-03-28,305.61,boleto,entregue
874,5,2025-01-11,1175.09,cartao_credito,entregue
875,180,2025-06-30,1383.62,boleto,cancelado
876,78,2025-09-04,1750.9,boleto,cancelado
877,227,2026-04-09,1639.43,cartao_credito,processando
878,72,2026-08-26,1439.45,boleto,cancelado
879,197,2025-03-11,693.76,pix,entregue
880,72,2024-12-18,500.78,boleto,processando
881,128,2026-08-13,1069.22,boleto,cancelado
882,312,2024-09-18,569.85,boleto,processando
883,338,2025-04-13,1668.94,cartao_credito,entregue
884,311,2026-05-21,987.61,boleto,entregue
885,152,2026-02-19,1241.78,cartao_credito,entregue
886,198,2025-04-08,249.6,pix,cancelado
887,305,2024-11-12,171.98,cartao_credito,entregue
888,163,2025-03-20,285.39,boleto,entregue
889,188,2026-04-29,1056.12,cartao_credito,entregue
890,395,2025-11-02,175.66,boleto,processando
891,8,2025-04-24,527.56,cartao_credito,processando
892,204,2025-05-27,982.2,boleto,cancelado
893,257,2025-11-24,1466.72,pix,cancelado
894,206,2025-07-10,193.22,boleto,entregue
895,316,2024-10-06,323.89,cartao_credito,entregue
896,41,2025-12-29,990.93,cartao_credito,enviado
897,275,2025-04-08,647.66,boleto,cancelado
898,391,2025-06-14,1592.12,boleto,cancelado
899,34,2025-04-03,616.82,pix,cancelado
900,123,2026-02-01,147.61,cartao_credito,entregue
901,60,2025-03-20,883.17,boleto,processando
902,159,2026-05-07,1278.81,boleto,cancelado
903,90,2026-01-27,262.06,boleto,enviado
904,360,2026-05-29,61.01,pix,entregue
905,268,2026-04-29,1001.93,boleto,entregue
906,86,2025-12-23,731.58,boleto,entregue
907,376,2024-09-16,1688.63,cartao_credito,entregue
908,220,2024-12-12,545.78,cartao_credito,entregue
909,365,2025-05-03,1853.49,boleto,processando
910,255,2025-11-22,886.57,pix,processando
911,256,2026-02-02,1638.31,cartao_credito,entregue
912,81,2025-05-14,514.42,cartao_credito,entregue
913,346,2026-06-18,1384.27,cartao_credito,cancelado
914,261,2025-03-31,44.68,cartao_credito,enviado
915,24,2026-06-27,917.38,pix,enviado
916,92,2025-01-23,1771.86,cartao_credito,entregue
917,366,2025-08-17,1417.54,pix,enviado
918,165,2025-09-01,501.67,boleto,entregue
919,139,2024-09-20,1576.25,boleto,entregue
920,62,2025-08-14,973.7,cartao_credito,enviado
921,115,2024-09-13,1535.97,cartao_credito,entregue
922,36,2025-09-04,1671.1,pix,entregue
923,168,2024-10-05,200.58,pix,processando
924,189,2025-06-12,413.15,boleto,entregue
925,379,2025-09-14,1198.15,pix,entregue
926,303,2026-01-15,1847.56,cartao_credito,cancelado
927,280,2026-06-24,1454.4,cartao_credito,enviado
928,4,2025-11-13,1774.16,cartao_credito,enviado
929,278,2025-02-23,684.25,boleto,processando
930,172,2025-07-21,42.62,boleto,entregue
931,378,2024-10-22,1392.52,cartao_credito,enviado
932,272,2025-12-01,1868.5,pix,entregue
933,31,2026-09-06,1848.86,cartao_credito,cancelado
934,144,2024-11-07,212.93,cartao_credito,entregue
935,212,2025-04-09,1343.48,pix,entregue
936,383,2026-08-04,197.82,cartao_credito,entregue
937,69,2025-12-25,1225.12,pix,processando
938,304,2025-11-09,1096.05,pix,cancelado
939,67,2025-05-08,480.3,pix,entregue
940,202,2024-10-26,1343.25,boleto,entregue
941,163,2025-08-15,882.03,cartao_credito,processando
942,104,2025-01-24,293.07,boleto,processando
943,80,2025-03-26,236.42,pix,entregue
944,161,2026-04-24,796.01,boleto,entregue
945,395,2026-05-11,426.1,pix,entregue
946,136,2025-04-09,1625.52,cartao_credito,enviado
947,352,2025-03-27,605.74,boleto,cancelado
948,309,2026-07-14,114.91,pix,enviado
949,47,2025-09-26,1362.65,pix,entregue
950,263,2024-12-14,130.95,pix,entregue
951,90,2025-03-02,97.71,pix,entregue
952,285,2026-01-09,1431.33,cartao_credito,processando
953,237,2025-01-20,229.45,cartao_credito,processando
954,7,2024-12-30,154.6,cartao_credito,enviado
955,102,2026-07-15,1571.93,pix,cancelado
956,323,2025-12-30,1783.79,cartao_credito,entregue
957,301,2026-01-29,521.31,cartao_credito,processando
958,34,2024-10-15,407.72,boleto,entregue
959,66,2025-03-06,210.98,pix,processando
960,22,2024-12-04,1792.54,cartao_credito,enviado
961,294,2026-01-28,845.57,boleto,entregue
962,255,2024-10-06,94.74,boleto,entregue
963,89,2025-01-28,698.23,cartao_credito,entregue
964,144,2026-02-20,869.48,cartao_credito,processando
965,315,2025-10-05,1191.57,cartao_credito,cancelado
966,152,2026-07-07,967.84,boleto,entregue
967,32,2025-08-14,203.06,pix,enviado
968,215,2025-12-01,410.89,boleto,enviado
969,323,2025-05-11,1888.9,boleto,processando
970,196,2024-10-09,1494.26,pix,entregue
971,279,2025-11-10,1493.37,pix,entregue
972,258,2026-03-18,638.08,pix,enviado
973,14,2025-03-03,633.01,cartao_credito,processando
974,399,2024-10-24,562.43,pix,entregue
975,184,2026-03-16,1466.23,cartao_credito,enviado
976,52,2025-03-27,500.91,cartao_credito,entregue
977,274,2025-03-25,1558.19,boleto,processando
978,392,2024-09-19,1893.19,cartao_credito,entregue
979,199,2026-02-15,699.84,cartao_credito,enviado
980,122,2026-06-25,1141.99,boleto,cancelado
981,184,2026-07-05,1739.9,cartao_credito,cancelado
982,359,2026-06-28,694.03,boleto,entregue
983,73,2025-06-08,1087.28,cartao_credito,entregue
984,278,2025-10-31,614.74,pix,processando
985,47,2026-03-18,144.37,boleto,enviado
986,11,2024-10-11,1019.09,cartao_credito,entregue
987,315,2025-12-17,414.62,cartao_credito,entregue
988,368,2025-03-08,369.98,pix,processando
989,12,2025-06-05,314.64,boleto,enviado
990,397,2024-11-30,246.21,boleto,entregue
991,38,2024-11-06,734.78,boleto,entregue
992,301,2025-10-05,227.82,pix,entregue
993,70,2025-08-17,1855.0,boleto,entregue
994,328,2024-12-03,1826.73,boleto,entregue
995,90,2025-10-08,1355.26,boleto,cancelado
996,315,2024-11-06,1503.7,cartao_credito,cancelado
997,302,2025-03-10,1554.78,pix,entregue
998,376,2025-02-12,1320.51,cartao_credito,enviado
999,374,2025-05-18,43.24,boleto,entregue
1000,201,2025-11-24,1622.31,boleto,processando
1001,94,2025-06-22,1160.34,boleto,enviado
1002,328,2026-06-13,1091.82,pix,enviado
1003,170,2026-06-08,1426.24,cartao_credito,entregue
1004,164,2026-02-17,352.17,cartao_credito,cancelado
1005,344,2025-07-27,1228.63,pix,entregue
1006,6,2024-11-01,533.2,cartao_credito,cancelado
1007,35,2026-01-18,691.79,cartao_credito,cancelado
1008,1,2025-08-04,129.45,pix,cancelado
1009,215,2026-07-19,1842.43,pix,entregue
1010,194,2025-04-14,693.19,pix,processando
1011,246,2024-12-27,1506.94,boleto,cancelado
1012,389,2024-09-26,1318.02,cartao_credito,entregue
1013,38,2025-05-18,1526.4,cartao_credito,entregue
1014,11,2025-12-22,632.71,cartao_credito,processando
1015,176,2026-05-12,356.3,pix,enviado
1016,375,2025-06-13,179.4,cartao_credito,entregue
1017,305,2025-05-25,1872.51,pix,cancelado
1018,16,2025-07-21,842.16,boleto,enviado
1019,311,2026-08-05,1694.84,cartao_credito,processando
1020,52,2026-01-26,655.74,cartao_credito,entregue
1021,357,2025-06-25,1070.55,boleto,entregue
1022,136,2025-09-07,1268.61,pix,enviado
1023,50,2025-04-23,132.22,boleto,entregue
1024,252,2026-01-03,325.58,pix,processando
1025,219,2024-10-01,202.89,boleto,cancelado
1026,308,2025-01-09,933.31,cartao_credito,processando
1027,106,2025-06-20,357.65,pix,processando
1028,243,2024-10-11,1609.31,pix,entregue
1029,242,2025-04-20,949.62,boleto,entregue
1030,47,2026-08-30,1233.77,pix,enviado
1031,190,2025-01-01,1686.92,pix,enviado
1032,229,2026-08-16,122.89,pix,entregue
1033,135,2025-12-10,460.71,pix,entregue
1034,32,2024-09-26,321.0,boleto,cancelado
1035,50,2024-11-28,199.32,pix,entregue
1036,212,2025-12-24,1845.41,boleto,enviado
1037,284,2025-02-18,153.33,pix,entregue
1038,215,2026-05-27,1835.97,boleto,entregue
1039,294,2025-05-08,1679.78,pix,entregue
1040,41,2025-10-08,774.24,boleto,processando
1041,258,2026-03-16,1102.37,boleto,entregue
1042,347,2026-05-06,1867.82,cartao_credito,processando
1043,388,2026-04-06,875.11,cartao_credito,enviado
1044,99,2025-10-06,274.61,pix,processando
1045,350,2026-05-08,849.73,boleto,enviado
1046,305,2025-12-02,519.57,boleto,processando
1047,45,2026-03-14,761.76,pix,entregue
1048,167,2025-06-01,1633.22,boleto,entregue
1049,7,2026-09-07,1502.88,boleto,entregue
1050,268,2025-02-20,1493.84,cartao_credito,entregue
1051,77,2025-06-28,315.55,boleto,entregue
1052,389,2026-06-14,1834.49,cartao_credito,processando
1053,289,2025-12-03,1489.85,pix,entregue
1054,177,2024-10-02,1672.78,pix,entregue
1055,336,2026-01-30,943.09,boleto,entregue
1056,20,2026-03-25,360.19,pix,enviado
1057,317,2025-01-01,1172.0,boleto,entregue
1058,20,2025-06-30,776.07,pix,cancelado
1059,122,2026-04-22,131.58,pix,entregue
1060,191,2026-01-24,77.53,pix,entregue
1061,144,2024-11-06,1607.59,boleto,cancelado
1062,51,2024-11-06,1848.74,cartao_credito,enviado
1063,154,2026-09-03,1851.95,pix,entregue
1064,138,2025-02-28,1395.47,boleto,cancelado
1065,46,2025-11-20,389.46,cartao_credito,entregue
1066,380,2025-10-03,941.0,boleto,entregue
1067,29,2025-11-27,998.3,cartao_credito,processando
1068,160,2026-01-09,1359.7,pix,enviado
1069,400,2025-11-06,1623.31,boleto,processando
1070,89,2026-03-31,398.44,cartao_credito,processando
1071,128,2025-07-28,101.41,cartao_credito,entregue
1072,361,2025-10-30,410.24,pix,entregue
1073,259,2026-03-30,778.21,cartao_credito,cancelado
1074,16,2024-12-10,489.9,pix,entregue
1075,229,2026-06-27,370.21,pix,entregue
1076,283,2026-07-21,690.45,cartao_credito,entregue
1077,384,2025-10-21,1585.32,cartao_credito,entregue
1078,15,2026-05-19,758.91,cartao_credito,entregue
1079,400,2024-10-16,1834.65,cartao_credito,cancelado
1080,116,2025-12-22,1300.41,pix,cancelado
1081,210,2025-09-08,994.6,boleto,processando
1082,243,2026-02-01,1735.32,boleto,enviado
1083,308,2025-10-19,1529.51,cartao_credito,entregue
1084,312,2025-10-16,1537.36,pix,cancelado
1085,364,2025-08-15,1235.4,pix,entregue
1086,179,2025-05-11,893.64,cartao_credito,entregue
1087,155,2025-04-04,1299.48,boleto,entregue
1088,300,2025-02-05,230.2,boleto,cancelado
1089,192,2026-06-18,1084.21,boleto,entregue
1090,145,2025-11-27,595.07,cartao_credito,entregue
1091,33,2025-04-22,665.39,pix,cancelado
1092,167,2026-08-15,1642.27,pix,cancelado
1093,365,2025-03-15,1810.97,boleto,entregue
1094,97,2025-05-20,318.77,cartao_credito,processando
1095,308,2025-03-14,791.52,pix,cancelado
1096,72,2026-05-20,1381.49,boleto,entregue
1097,152,2026-04-26,522.43,pix,entregue
1098,199,2025-06-15,1410.22,boleto,cancelado
1099,293,2025-03-05,1557.69,pix,cancelado
1100,366,2025-08-27,453.5,boleto,cancelado
1101,244,2025-05-09,1726.04,boleto,entregue
1102,260,2026-04-11,598.26,cartao_credito,cancelado
1103,286,2024-12-05,376.81,cartao_credito,entregue
1104,66,2026-02-27,1418.01,boleto,entregue
1105,391,2025-03-13,1737.38,boleto,entregue
1106,336,2025-08-18,206.0,pix,enviado
1107,382,2026-03-30,1660.76,pix,entregue
1108,191,2026-07-22,524.54,pix,entregue
1109,61,2025-07-22,915.1,boleto,entregue
1110,298,2025-06-15,1796.3,cartao_credito,entregue
1111,100,2024-11-07,970.79,boleto,entregue
1112,272,2025-06-07,594.84,cartao_credito,enviado
1113,71,2025-11-16,1885.67,pix,entregue
1114,292,2025-10-04,1700.59,pix,enviado
1115,162,2024-11-05,1643.95,cartao_credito,processando
1116,250,2026-08-18,658.59,cartao_credito,entregue
1117,325,2025-06-15,147.81,pix,entregue
1118,108,2026-01-27,1455.72,cartao_credito,entregue
1119,392,2025-09-18,334.59,cartao_credito,enviado
1120,315,2025-12-21,846.6,pix,entregue
1121,220,2025-03-04,1835.41,pix,processando
1122,20,2025-08-21,1032.74,boleto,entregue
1123,8,2026-05-10,1699.03,boleto,enviado
1124,10,2025-07-29,1298.65,boleto,cancelado
1125,128,2025-03-04,460.75,pix,entregue
1126,67,2025-11-23,230.94,boleto,entregue
1127,157,2026-06-11,350.56,cartao_credito,entregue
1128,149,2026-06-11,887.92,boleto,entregue
1129,269,2024-12-13,668.27,boleto,enviado
1130,176,2026-08-27,1892.72,pix,entregue
1131,385,2025-10-29,390.37,pix,processando
1132,117,2025-03-16,457.14,cartao_credito,enviado
1133,376,2026-05-03,80.66,boleto,enviado
1134,64,2026-08-14,721.76,boleto,processando
1135,193,2025-07-20,1670.27,pix,entregue
1136,320,2026-02-12,130.27,cartao_credito,cancelado
1137,56,2025-12-05,1255.54,cartao_credito,processando
1138,354,2026-02-06,255.27,pix,entregue
1139,64,2024-12-23,1057.85,pix,cancelado
1140,79,2025-12-21,422.12,boleto,cancelado
1141,5,2025-03-28,599.98,boleto,processando
1142,340,2026-05-18,1007.68,boleto,entregue
1143,359,2025-04-17,295.02,cartao_credito,entregue
1144,369,2025-05-30,1188.82,pix,processando
1145,55,2025-05-08,965.69,boleto,enviado
1146,399,2024-12-07,529.07,boleto,enviado
1147,184,2024-11-09,1348.29,pix,enviado
1148,21,2025-07-21,1059.44,cartao_credito,cancelado
1149,247,2025-07-31,654.82,cartao_credito,processando
1150,344,2025-10-04,205.45,cartao_credito,entregue
1151,343,2024-12-31,958.93,cartao_credito,entregue
1152,39,2025-11-28,1385.73,cartao_credito,entregue
